Sentiment,Customer Review,corpus
Positive,-Respon cepat & segera diproses -Pengiriman rapi & cepat -Piyama sesuai & nyaman digunakan -Adminnya ada inisiatif untuk mengirimkan warna piyama yang berbeda -?????,respon cepat proses kirim rapi cepat piyama sesuai nyaman adminnya inisiatif kirim warna piyama beda
Positive,Pokoknya suka bgt lah ama sabun ini,pokok suka banget sabun
Positive,"Sesuai,proses n pengiriman cepat,responsif,recommended,barokah,terima kasih",sesuaiproses kirim cepatresponsifrecommendedbarokahterima kasih
Positive,"harga ok, pengiriman cepat, packing aman",harga oke kirim cepat packing aman
Positive,"mantap sesuai pesanan, blm di coba,semoga bagus",mantap sesuai pesan cobasemoga bagus
Positive,"Bahan bagus sih, tapi warna foto sm asli beda",bahan bagus sih warna foto asli beda
Positive,Barang sudah diterima dengan baik dan response seller cepat. Thanks ya gan. ????,barang terima response seller cepat terima kasih juragan
Positive,"Mantaps barang, respon & pengirimannya Harganya juga murah ??",mantaps barang respon kirim harga murah
Positive,"Seller ramah, sabar jawab semua pertanyaan, barang sampai tepat waktu, mesin sudah dicoba & dpt bekerja dgn baik. Semoga awet, thanks",seller ramah sabar barang mesin coba kerja moga awet terima kasih
Positive,"pengiriman cepat, packing aman",kirim cepat packing aman
Positive,Harganya terjangkau. Koneksi Android lancar.,harga jangkau koneksi android lancar
Positive,"Dapet certi eye 2022 , Berarti memang terbaru. Terimakasih banyak",certi eye 2022 arti terima kasih
Positive,"selalu pilih daily masker onemed, tapi packing dan pengiriman harus lebih dipercepat lagi. top pokoknya. terimakasih",pilih daily masker onemed packing kirim cepat top pokok terima kasih
Positive,"admin fast respon, ramah, bukunya ori, diterima dalam keadaan tersegel, dimasukan dus dibungkus bubble wrap ..sangat memuaskan..terima kasih banyak",admin fast respon ramah buku orisinal terima segel masuk dus bungkus bubble wrap memuaskanterima kasih
Positive,Sdh 2x beli disini dan gak pernah ada masalah. Packaging dan pengiriman oke.,kali beli packaging kirim oke
Positive,Alhamdulillah barang sudah sampai di rumah saya sangat senang sekali terimakasih banyak,alhamdulillah barang rumah senang terima kasih
Positive,"ala cartenya leanding om,tengkyu...beli untuk yg kesekian kali selalu memuaskan...sukses selalu",ala cartenya leanding omtengkyubeli sekian kali memuaskansukses
Positive,"pengiriman cepatt, barang sesuai pesanan, harga terjangkau... joossss",kirim cepatt barang sesuai pesan harga jangkau joos
Positive,barangnya bagus. lucu. semoga ada versi besarnya. untuk anak kelas 1 SD gitu. hehehe,barang bagus lucu moga versi anak kelas 1 sekolah dasar hehe
Positive,Saya puas barangnya bagus sampai saat tidak ada masalah,puas barang bagus
Positive,"Produknya bagus n sesuai dgn pesanan sya, seller mantul makasih skss selalu",produk bagus sesuai pesan seller mantap terima kasih skss
Positive,murah...cepat...sesuai...,murahcepatsesuai
Positive,"trmksh barang sesuai pesanan, fungsi normal... tingkatkan terus pelayanan...",terima kasih barang sesuai pesan fungsi normal tingkat layan
Positive,Tingginya pas Bisa nahan beban HP Packaging aman ?? Gampang dipasang Kualitas bahan bagus. Proses pesanan cepat,pas tahan beban handphone packaging aman gampang pasang kualitas bahan bagus proses pesan cepat
Positive,Bahannya adem. Enak dipakai ?. Modelnya kekinian ??. Jahitannya rapi. Bahan menyerap keringat. Tidak menerawang.,bahan adem enak pakai model jahit rapi bahan serap keringat terawang
Positive,bakal langganan packing amaannnnnnn ??,langgan packing ama
Positive,"Mantap, sesuai ekspetasi, proses cepat, sipp lahhhhhhhhhhhhhhhhhhhhhh ????????????????????",mantap sesuai ekspetasi proses cepat sip
Positive,MANTAP,mantap
Positive,Nyaman dipakai ?. Kualitas bahan bagus ??. Bahannya adem.,nyaman pakai kualitas bahan bagus bahan adem
Positive,Kemasannya sangat bagus,kemas bagus
Positive,Rendangnya lembut n enak.bngett.. pengiriman cepat.. rekomended deh??,rendang lembut enakbngett kirim cepat rekomended deh
Positive,pengiriman sangat cepat respon penjual juga baik packing amat bangt terima kasih seller,kirim cepat respon jual packing banget terima kasih seller
Positive,keren sdh tiba kartu Remi Nya Packaging aman ??.,keren kartu remi nya packaging aman
Positive,"mantap, barang oke",mantap barang oke
Positive,bagus banget,bagus banget
Positive,"harga, kualitas, barang sesuai... terima kasih seller, sukses tokopedia...",harga kualitas barang sesuai terima kasih seller sukses tokopedia
Positive,barang udah sampai ya gan dan berfungsi. terima kasih,barang juragan fungsi terima kasih
Positive,"Produk sesuai, respon cepat, pengiriman cepat",produk sesuai respon cepat kirim cepat
Positive,Bahannya adem. Jahitan rapi. Tidak menerawang. Mudah dibentuk. Warnanya cantik ??. Nyaman dipakai.,bahan adem jahit rapi terawang mudah bentuk warna cantik nyaman pakai
Positive,"Puas banget.. Dengan harga segini worth it banget sih. Respon penjual juga baik. Order pagi, siang udh sampe pake kurir instan. Recommended! ????????????",puas banget harga gin worth it banget sih respon jual order pagi siang pakai kurir instan recommended
Positive,"barang bagus sesuai deskripsi, tinggal setting sesuai kertas petunjuk. pengiriman cuma sehari pdahal jkt-sby. kalo mati, bakal ke reset ulang. mantap",barang bagus sesuai deskripsi tinggal setting sesuai kertas kirim jktsby mati reset ulang mantap
Positive,barang sudah sampai sesui dengan pesana,barang sesui
Positive,"mantap paket sudah sampai,makasih ya gan.sukses selalu gan ??????????",mantap paket sampaimakasih gansukses juragan
Positive,Dapat sama seperti foto pembeli lain. Serumnya dipakai dingin tidak panas.,foto beli serum pakai dingin panas
Positive,baik,
Positive,"Barang ori, harga murah, seller fast response, ramah, dan barang cepat sampai.",barang orisinal harga murah seller fast response ramah barang cepat
Positive,"bahannya halus, jahitan juga rapi...untuk harga segitu uda oke banget",bahan halus jahit rapiuntuk harga oke banget
Positive,"Selalu suka dengan dr soap,,,repeat order selalu beli disini",suka soaprepeat order beli
Positive,sudah diterima dengan baik. terimakasih,terima terima kasih
Positive,Proses nya sngt cepat..??????terima kasih respon nya,proses nya cepatterima kasih respon nya
Positive,Barang ok.. pengiriman cepat.. packaging aman dan rapi,barang oke kirim cepat packaging aman rapi
Positive,bagus pengiriman rapi cuma ga sameday ya kayanya kemarin saya minta same day... tapi suka sama sellernya sesuai ekspetasi,bagus kirim rapi sameday kemarin day suka jual sesuai ekspetasi
Positive,"sudah kesekian kali saya belanja produk atalon, sangat puas. pengirima cepat, produk original bahannya pun nyaman di pakai. pokoknya recommended buat pecinta olahraga lari dll...Produk original ??. Dijamin Termurah. Nyaman dipakai ??.",sekian kali belanja produk atalon puas pengirima cepat produk original bahan nyaman pakai pokok recommended cinta olahraga lari dllproduk original jamin murah nyaman pakai
Positive,"harganya murce bgt, drpd jajan yg enggak enggak mending jajan emas untuk ditabung. seller gercep, dekat dr rumah jd kayanya bakalan langganan ini. terima kasih",harga murah banget jajan mending jajan emas tabung seller gerak cepat rumah langgan terima kasih
Positive,"mantab, barangnya kokoh kualitas Ok,mau pesen satu lagi",mantap barang kokoh kualitas okmau pesan
Positive,"Barang sesuai deskripsi, dan pengiriman tepat waktu. Sesuai harapan. Terima kasih!",barang sesuai deskripsi kirim sesuai harap terima kasih
Positive,"Gampang dibawa-bawa, terlalu imut ukurannya",gampang dibawabawa imut ukur
Positive,"barangnya bagus bangett.. grafir photo dan namanya presisi sesuai orderan. dikirim hingga keluar pulau jg, packing sangat aman. respon seller jg baik dan pengiriman cepat..",barang bagus banget grafir photo nama presisi sesuai order kirim pulau packing aman respon seller kirim cepat
Positive,"Bisa dipakai, trusted seller, recommended!",pakai trusted seller recommended
Positive,Produk berjalan dengan lancar dna sangat membantu bila bepergian keluar negeri,produk jalan lancar dna bantu pergi negeri
Positive,barang diterima tanpa catat.. thanks yaaa,barang terima catat terima kasih
Positive,Barangnya oke dan harganya jg terjangkau. Packingnya rapi bgt. jempolan sellernya,barang oke harga jangkau packingnya rapi banget jempol jual
Positive,"barang sesuai pesanan, mantap dipakai, sdh prnh pny sblmny tp ilang makany beli lg barang yg sama,, triger super awet dn oke, bs sgala jenis smartphone tebal ?? gw salut sm kecepatan proses kemasan dn waktu kirimny, toko ini rekomen bgt, bsk gw beli lg dehh ????",barang sesuai pesan mantap pakai hilang beli barang triger super awet oke jenis smartphone tebal gue salut cepat proses kemas kirimny toko rekomen banget besok gue beli deh
Positive,"Cepet nyampe, seller oke",cepat seller oke
Positive,Penjualnya ramah banget Proses pesanan cepat Layar sensitif. Packaging rapi Touch screen lancar Ada garansi toko,jual ramah banget proses pesan cepat layar sensitif packaging rapi touch screen lancar garansi toko
Positive,mantullllllll,mantul
Positive,barang aman dan sesuai pesanan,barang aman sesuai pesan
Positive,Suara yang dihasilkan oke dan jelas. Tidak terdpat maslah. Mkasih,suara hasil oke terdpat mkasih
Positive,"Mantap jiwo, Thx Gan product sudah saya terima dengan baik ...sukses slalu",mantap jiwo terima kasih juragan produk terima sukses
Positive,mantap pastelnya. ini pemesanan utk yg kesekian kalinya. selalu langganan n puas sm rasanya.. penjualnya jg ramah banget.. rekomend pokoknya,mantap pastel mesan sekian kali langgan puas jual ramah banget rekomend pokok
Positive,Produk Original. Kualitas Produk Bagus. Material Produk Bagus. Ukuran Produk Sesuai.,produk original kualitas produk bagus material produk bagus ukur produk sesuai
Positive,"pengirimannya cepet banget, aku pesen kemarin hari ini udah sampe. barangnya juga aman, no damage samsek. mantappp??????",kirim cepat banget pesan kemarin barang aman no damage mantap
Positive,suka banget. makasih kak,suka banget terima kasih kak
Positive,"mantap barangnya sesuai,bagus makasih min??????",mantap barang sesuaibagus terima kasih min
Positive,bahan nyaman adem.. hepi harga worth it dpt diskon,bahan nyaman adem senang harga worth it diskon
Positive,Lucu tasnya murah sesuai harga sih kualitasnya.. pas juga dianak saya,lucu tas murah sesuai harga sih kualitas pas anak
Positive,pengiriman cepat dan aman... ini sudah mulai repeat order buat nabung.,kirim cepat aman repeat order tabung
Positive,pesanan sdh mendarat..kualitas barang bagus...pengiriman cepat,pesan mendaratkualitas barang baguspengiriman cepat
Positive,"bagus, barang sampai cepat",bagus barang cepat
Positive,"entah sudah berapa kali saya belanja dari frayday, tidak pernah dikecewakan sama sekali. bahan adem dan tahan lama :D",kali belanja frayday kecewa bahan adem tahan
Positive,"barang sesuai keinginan, thx toko pedia.",barang sesuai terima kasih toko
Positive,Respon penjualnya top. Proses pesanan cepat. Packaging rapi. Packaging aman ??. Penjualnya ramah banget.,respon jual top proses pesan cepat packaging rapi packaging aman jual ramah banget
Positive,Kemasan disegel. Spesifikasi sesuai . Warna sesuai pesanan.,kemas segel spesifikasi sesuai warna sesuai pesan
Positive,Barang bagus dan berfungsi dengan baik. Hasil pengepelan juga bersih. Pengiriman cepat.,barang bagus fungsi hasil kepel bersih kirim cepat
Positive,"Ok lah, buku sesuai pesanan",oke buku sesuai pesan
Positive,"mantap, barang bagus, pack juga aman banget. Bener2 recommended seller deh buat nyari playing card yg keren2 begini.",mantap barang bagus pack aman banget recommended seller deh cari main card keren keren
Positive,Sesuai pesanan,sesuai pesan
Positive,"Waaah seneng bgt beli peralatan tulis di Joyko, lengkaaap, barangnya bagus semua, harga terjangkau, sellernya fast respon, anak2 happy, top deh pokoknya ???",senang banget beli alat tulis joyko lengkap barang bagus harga jangkau jual fast respon anak anak happy top deh pokok
Positive,"paking rapih banget sama berlapis2 ??. pengiriman cepat,barang pas 40pcs. mantulllllllllllll langganan ini mah. nanti malem takbiran pesen lagi ??.",paking rapi banget lap lapis kirim cepatbarang pas 40pcs mantul langgan malam takbir pesan
Positive,"barangnya sudah sampai, cepet banget. recommended lah. tengkyuuu",barang cepat banget recommended tengkyu
Positive,"relapict sekali,,,suka pokoknya??",relapict sekalisuka pokok
Positive,"mantabbbb, barang bagus dan berkuslitass.. topp dahhh",mantab barang bagus berkuslitass topp dah
Positive,barang sesuai deskripsi,barang sesuai deskripsi
Positive,"Worth it lah sesuai harganya..fast respon dari penjual, fast shipping juga..recomend..thanks",worth it sesuai harganyafast respon jual fast angkut jugarecomendthanks
Positive,"Flash disknya sudah sampai dengan selamat. Packingnya aman bgt, rapi, dan game aman bisa dimainkan. Kayaknya dapet bonus game jg di dalamnya. Terima kasih kak! kelengkapan sesuai & Gamenya seru!",flash disknya selamat packingnya aman banget rapi game aman main kayak bonus game terima kasih kak lengkap sesuai gamenya seru
Positive,jepitan nya bagus2 canti anakku suka,jepit nya bagus bagus cantik anak suka
Positive,Proses pesanan cepat.....terima kasih,proses pesan cepatterima kasih
Positive,Bagus banget kertasnya dan sesuai deskripsi,bagus banget kertas sesuai deskripsi
Positive,"Sesuai pesanan, tidak ada yg rusak",sesuai pesan rusak
Positive,order ke dua dan mantab,order mantap
Positive,"fast respon, barang bagus panasnya juga bagus",fast respon barang bagus panas bagus
Positive,"recommended, fast print fast response",recommended fast print fast response
Positive,Produk original ??. Bikin helm saya makin keren!. Jadi tambah rapih.,produk original bikin helm keren rapi
Positive,"bagus lah ini, tombol nya anti kepencet� sendiri karna kalau mau pause / play mesti Double tap. beda sama yg under 200rban atau merk n*kia.Kualitas bahan bagus. Harganya bersaing. Packing Bagus. kelengkapan sesuai.",bagus tombol nya anti pencet pause play mesti double tap beda under 200rban merek nkiakualitas bahan bagus harga saing packing bagus lengkap sesuai
Positive,Nyaman untuk olahraga. Harga Bersaing ??. Dijamin Termurah.,nyaman olahraga harga saing jamin murah
Positive,"pengiriman cepet banget, packing aman banget.. pokoknya mantab",kirim cepat banget packing aman banget pokok mantap
Positive,"Isi lengkap, tidak ada yg patah, dapat dusnya juga, setelah dirakit berfungsi baik",isi lengkap patah dus rakit fungsi
Positive,repurchase ke 3 sangat puas dengan barang dan respon seller nya udah gitu selalu dapat bonus terima kasih,repurchase 3 puas barang respon seller nya bonus terima kasih
Positive,"Sellernya responsif banget, semua pertanyaaan dijawab, pengiriman sameday nyampenya juga sameday, mantep, rekomen deh ni tokonya",jual responsif banget pertanyan kirim sameday sameday mantap rekomen deh nih toko
