Sentiment,Customer Review,corpus
Positive,"bisa muat sampai ukuran kaki no 42. suami saya suka, ga tebel ga tipis, nyaman, lembut, Positive","bisa muat sampai ukuran kaki no 42. suami saya suka, ga tebel ga tipis, nyaman, lembut, positive"
Positive,sesuai harga,sesuai harga
Positive,"Wah alhamdulillah sampai dengan aman bubble wrap tebal banget. Suka sama modelnya kelihatan mevvah banget. Juara seller,.","wah alhamdulillah sampai dengan aman bubble wrap tebal banget. suka sama modelnya kelihatan mevvah banget. juara seller,."
Positive,"Best bgt sih ini, fast respon, best price, prosesnya cepet bgt, satu lagi helpfull dibantuin ganti tgl karena di tgl pas booking mendadak ada halangan kirain bakal hangus tiketnya gak taunya dibantu proses reschedulenya pokoknya best bgt bakal jadi langganan","best bgt sih ini, fast respon, best price, prosesnya cepet bgt, satu lagi helpfull dibantuin ganti tgl karena di tgl pas booking mendadak ada halangan kirain bakal hangus tiketnya gak taunya dibantu proses reschedulenya pokoknya best bgt bakal jadi langganan"
Positive,"berfungsi dngn baik,, playanan toko ini sangat bagus, saya saran kan belanja ditoko ini,, gak bikin kecewa pelanggan, best of the best lah toko ini,,","berfungsi dngn baik,, playanan toko ini sangat bagus, saya saran kan belanja ditoko ini,, gak bikin kecewa pelanggan, best of the best lah toko ini,,"
Positive,"Paket mulus sampai di tujuan, toko juga sudah terpercaya. Mantab??","paket mulus sampai di tujuan, toko juga sudah terpercaya. mantab??"
Positive,"Barangnya bagus bangett, dengan harga yang affordable dengan kualitas yang lumayan gokil sihh","barangnya bagus bangett, dengan harga yang affordable dengan kualitas yang lumayan gokil sihh"
Positive,pelayanan top bgt.exp lama.stp beli maling slalu ke toko ini.the best seller,pelayanan top bgt.exp lama.stp beli maling slalu ke toko ini.the best seller
Positive,"barang sdh diterima dalam kondisi baik, semoga bs berfungsi spt yg diharapkan, pengiriman cepat, tks seller","barang sdh diterima dalam kondisi baik, semoga bs berfungsi spt yg diharapkan, pengiriman cepat, tks seller"
Positive,"Nyaman dipakai ?? Bahannya enak, fitting buat lari banget. Kekecilan sebenernya, tapi tenang ada garansi 45 hari & bisa tuker size Produk original ??","nyaman dipakai ?? bahannya enak, fitting buat lari banget. kekecilan sebenernya, tapi tenang ada garansi 45 hari & bisa tuker size produk original ??"
Positive,"Mantap barang cepet sampenya, seller Positive respon harga pass kualitas oke rekomen banget pokoknya","mantap barang cepet sampenya, seller positive respon harga pass kualitas oke rekomen banget pokoknya"
Positive,bagus sekali kualitas sisirnya!!! tombolnya mudah dipencet sehingga bulu gampang lepas. kucing saya juga suka banget tiap disisir sampe merem melek,bagus sekali kualitas sisirnya!!! tombolnya mudah dipencet sehingga bulu gampang lepas. kucing saya juga suka banget tiap disisir sampe merem melek
Positive,"Paket sudah diterima dalam kondisi aman, lengkap dan tanpa cacat. Packing rapi dan aman pake bublewrap. berfungsi normal. ori masih segel dan harga bersahabat. seller ok, recomanded","paket sudah diterima dalam kondisi aman, lengkap dan tanpa cacat. packing rapi dan aman pake bublewrap. berfungsi normal. ori masih segel dan harga bersahabat. seller ok, recomanded"
Positive,Pembelian kesekian kalinya! Puas??. Packing aman ??. Kuat dan kokoh.,pembelian kesekian kalinya! puas??. packing aman ??. kuat dan kokoh.
Positive,Nyaman di kulit. Kulit jadi glowing ?. Penjualnya ramah banget. Packaging simpel. Packaging aman ??.,nyaman di kulit. kulit jadi glowing ?. penjualnya ramah banget. packaging simpel. packaging aman ??.
Positive,"TERIMAKASIH BANYAK UNTUK TOKO INI... saya kelupaan beli lilin ultah... jadi baru hari H-1 acara... syukur Puji Tuhan lilin bisa sampai tepat waktu, padahal dikirim keluar kota....","terimakasih banyak untuk toko ini... saya kelupaan beli lilin ultah... jadi baru hari h-1 acara... syukur puji tuhan lilin bisa sampai tepat waktu, padahal dikirim keluar kota...."
Positive,LANGGANAN ??????????,langganan ??????????
Positive,masker terfavorit ga bikin uap dikacamata dan sangat nyaman dipakai. harga oke banget sekarang. Mantap,masker terfavorit ga bikin uap dikacamata dan sangat nyaman dipakai. harga oke banget sekarang. mantap
Positive,Barang-barang nya bagus. dan kurirnya rela mengantarkan walupun gerimis. salut sama kurirnya?????????????? ????????,barang-barang nya bagus. dan kurirnya rela mengantarkan walupun gerimis. salut sama kurirnya?????????????? ????????
Positive,"pohonnya masih segar, bonusnya juga banyak. makasih ya. udah 2x beli di sini.","pohonnya masih segar, bonusnya juga banyak. makasih ya. udah 2x beli di sini."
Positive,"Kurmanya bagus, dagingnya empuk dan tebal. Mau coba pake buat bikin kue. Bakal langganan nih, semoga kualitas kurmanya bagus terus ya. Terima kasih seller!","kurmanya bagus, dagingnya empuk dan tebal. mau coba pake buat bikin kue. bakal langganan nih, semoga kualitas kurmanya bagus terus ya. terima kasih seller!"
Positive,Barang udah sampai dan diterima sesuai pesanan.. top markotop gan.. mantap lah pkk nya gan.. thx u gan.. ????,barang udah sampai dan diterima sesuai pesanan.. top markotop gan.. mantap lah pkk nya gan.. thx u gan.. ????
Positive,sweater nya lumayan. hanya ada sedikit miskomunikasi. Tapi ya sudahlah... Terimakasih ya...,sweater nya lumayan. hanya ada sedikit miskomunikasi. tapi ya sudahlah... terimakasih ya...
Positive,"kemasan ok, aman bgt. isi sangat banyak. produknya nyaman dipakai","kemasan ok, aman bgt. isi sangat banyak. produknya nyaman dipakai"
Positive,"barang ok, pengiriman cepat recommended seller","barang ok, pengiriman cepat recommended seller"
Positive,Mantaaaaaap Mantuuuuul terbaiikkkkk guuud,mantaaaaaap mantuuuuul terbaiikkkkk guuud
Positive,bagus banget ??,bagus banget ??
Positive,Nyaman banget dipakai. Kualitas bahan bagus. Tetap bisa gerak maksimal.,nyaman banget dipakai. kualitas bahan bagus. tetap bisa gerak maksimal.
Positive,"Serbaguna dan tajam,Barang sesuai deskripsi. Recommended seller tentunya! ????","serbaguna dan tajam,barang sesuai deskripsi. recommended seller tentunya! ????"
Positive,"Produnya OK banget, gak bosen2 belanja di toko ini. Terima kasih ????","produnya ok banget, gak bosen2 belanja di toko ini. terima kasih ????"
Positive,cepat sekali pengirimannya. sudah di coba produk sesuai deskripsi praktis dibawa kemana2 skrg sudh gk lagi layar hp yg kotor dan brminyak.,cepat sekali pengirimannya. sudah di coba produk sesuai deskripsi praktis dibawa kemana2 skrg sudh gk lagi layar hp yg kotor dan brminyak.
Positive,-Respon cepat & segera diproses -Pengiriman rapi & cepat -Piyama sesuai & nyaman digunakan -Adminnya ada inisiatif untuk mengirimkan warna piyama yang berbeda -?????,-respon cepat & segera diproses -pengiriman rapi & cepat -piyama sesuai & nyaman digunakan -adminnya ada inisiatif untuk mengirimkan warna piyama yang berbeda -?????
Positive,Pokoknya suka bgt lah ama sabun ini,pokoknya suka bgt lah ama sabun ini
Positive,"Sesuai,proses n pengiriman cepat,responsif,recommended,barokah,terima kasih","sesuai,proses n pengiriman cepat,responsif,recommended,barokah,terima kasih"
Positive,"harga ok, pengiriman cepat, packing aman","harga ok, pengiriman cepat, packing aman"
Positive,"mantap sesuai pesanan, blm di coba,semoga bagus","mantap sesuai pesanan, blm di coba,semoga bagus"
Positive,"Bahan bagus sih, tapi warna foto sm asli beda","bahan bagus sih, tapi warna foto sm asli beda"
Positive,Barang sudah diterima dengan baik dan response seller cepat. Thanks ya gan. ????,barang sudah diterima dengan baik dan response seller cepat. thanks ya gan. ????
Positive,"Mantaps barang, respon & pengirimannya Harganya juga murah ??","mantaps barang, respon & pengirimannya harganya juga murah ??"
Positive,"Seller ramah, sabar jawab semua pertanyaan, barang sampai tepat waktu, mesin sudah dicoba & dpt bekerja dgn baik. Semoga awet, thanks","seller ramah, sabar jawab semua pertanyaan, barang sampai tepat waktu, mesin sudah dicoba & dpt bekerja dgn baik. semoga awet, thanks"
Positive,"pengiriman cepat, packing aman","pengiriman cepat, packing aman"
Positive,Harganya terjangkau. Koneksi Android lancar.,harganya terjangkau. koneksi android lancar.
Positive,"Dapet certi eye 2022 , Berarti memang terbaru. Terimakasih banyak","dapet certi eye 2022 , berarti memang terbaru. terimakasih banyak"
Positive,"selalu pilih daily masker onemed, tapi packing dan pengiriman harus lebih dipercepat lagi. top pokoknya. terimakasih","selalu pilih daily masker onemed, tapi packing dan pengiriman harus lebih dipercepat lagi. top pokoknya. terimakasih"
Positive,"admin fast respon, ramah, bukunya ori, diterima dalam keadaan tersegel, dimasukan dus dibungkus bubble wrap ..sangat memuaskan..terima kasih banyak","admin fast respon, ramah, bukunya ori, diterima dalam keadaan tersegel, dimasukan dus dibungkus bubble wrap ..sangat memuaskan..terima kasih banyak"
Positive,Sdh 2x beli disini dan gak pernah ada masalah. Packaging dan pengiriman oke.,sdh 2x beli disini dan gak pernah ada masalah. packaging dan pengiriman oke.
Positive,Alhamdulillah barang sudah sampai di rumah saya sangat senang sekali terimakasih banyak,alhamdulillah barang sudah sampai di rumah saya sangat senang sekali terimakasih banyak
Positive,"ala cartenya leanding om,tengkyu...beli untuk yg kesekian kali selalu memuaskan...sukses selalu","ala cartenya leanding om,tengkyu...beli untuk yg kesekian kali selalu memuaskan...sukses selalu"
Positive,"pengiriman cepatt, barang sesuai pesanan, harga terjangkau... joossss","pengiriman cepatt, barang sesuai pesanan, harga terjangkau... joossss"
Positive,barangnya bagus. lucu. semoga ada versi besarnya. untuk anak kelas 1 SD gitu. hehehe,barangnya bagus. lucu. semoga ada versi besarnya. untuk anak kelas 1 sd gitu. hehehe
Positive,Saya puas barangnya bagus sampai saat tidak ada masalah,saya puas barangnya bagus sampai saat tidak ada masalah
Positive,"Produknya bagus n sesuai dgn pesanan sya, seller mantul makasih skss selalu","produknya bagus n sesuai dgn pesanan sya, seller mantul makasih skss selalu"
Positive,murah...cepat...sesuai...,murah...cepat...sesuai...
Positive,"trmksh barang sesuai pesanan, fungsi normal... tingkatkan terus pelayanan...","trmksh barang sesuai pesanan, fungsi normal... tingkatkan terus pelayanan..."
Positive,Tingginya pas Bisa nahan beban HP Packaging aman ?? Gampang dipasang Kualitas bahan bagus. Proses pesanan cepat,tingginya pas bisa nahan beban hp packaging aman ?? gampang dipasang kualitas bahan bagus. proses pesanan cepat
Positive,Bahannya adem. Enak dipakai ?. Modelnya kekinian ??. Jahitannya rapi. Bahan menyerap keringat. Tidak menerawang.,bahannya adem. enak dipakai ?. modelnya kekinian ??. jahitannya rapi. bahan menyerap keringat. tidak menerawang.
Positive,bakal langganan packing amaannnnnnn ??,bakal langganan packing amaannnnnnn ??
Positive,"Mantap, sesuai ekspetasi, proses cepat, sipp lahhhhhhhhhhhhhhhhhhhhhh ????????????????????","mantap, sesuai ekspetasi, proses cepat, sipp lahhhhhhhhhhhhhhhhhhhhhh ????????????????????"
Positive,MANTAP,mantap
Positive,Nyaman dipakai ?. Kualitas bahan bagus ??. Bahannya adem.,nyaman dipakai ?. kualitas bahan bagus ??. bahannya adem.
Positive,Kemasannya sangat bagus,kemasannya sangat bagus
Positive,Rendangnya lembut n enak.bngett.. pengiriman cepat.. rekomended deh??,rendangnya lembut n enak.bngett.. pengiriman cepat.. rekomended deh??
Positive,pengiriman sangat cepat respon penjual juga baik packing amat bangt terima kasih seller,pengiriman sangat cepat respon penjual juga baik packing amat bangt terima kasih seller
Positive,keren sdh tiba kartu Remi Nya Packaging aman ??.,keren sdh tiba kartu remi nya packaging aman ??.
Positive,"mantap, barang oke","mantap, barang oke"
Positive,bagus banget,bagus banget
Positive,"harga, kualitas, barang sesuai... terima kasih seller, sukses tokopedia...","harga, kualitas, barang sesuai... terima kasih seller, sukses tokopedia..."
Positive,barang udah sampai ya gan dan berfungsi. terima kasih,barang udah sampai ya gan dan berfungsi. terima kasih
Positive,"Produk sesuai, respon cepat, pengiriman cepat","produk sesuai, respon cepat, pengiriman cepat"
Positive,Bahannya adem. Jahitan rapi. Tidak menerawang. Mudah dibentuk. Warnanya cantik ??. Nyaman dipakai.,bahannya adem. jahitan rapi. tidak menerawang. mudah dibentuk. warnanya cantik ??. nyaman dipakai.
Positive,"Puas banget.. Dengan harga segini worth it banget sih. Respon penjual juga baik. Order pagi, siang udh sampe pake kurir instan. Recommended! ????????????","puas banget.. dengan harga segini worth it banget sih. respon penjual juga baik. order pagi, siang udh sampe pake kurir instan. recommended! ????????????"
Positive,"barang bagus sesuai deskripsi, tinggal setting sesuai kertas petunjuk. pengiriman cuma sehari pdahal jkt-sby. kalo mati, bakal ke reset ulang. mantap","barang bagus sesuai deskripsi, tinggal setting sesuai kertas petunjuk. pengiriman cuma sehari pdahal jkt-sby. kalo mati, bakal ke reset ulang. mantap"
Positive,barang sudah sampai sesui dengan pesana,barang sudah sampai sesui dengan pesana
Positive,"mantap paket sudah sampai,makasih ya gan.sukses selalu gan ??????????","mantap paket sudah sampai,makasih ya gan.sukses selalu gan ??????????"
Positive,Dapat sama seperti foto pembeli lain. Serumnya dipakai dingin tidak panas.,dapat sama seperti foto pembeli lain. serumnya dipakai dingin tidak panas.
Positive,baik,baik
Positive,"Barang ori, harga murah, seller fast response, ramah, dan barang cepat sampai.","barang ori, harga murah, seller fast response, ramah, dan barang cepat sampai."
Positive,"bahannya halus, jahitan juga rapi...untuk harga segitu uda oke banget","bahannya halus, jahitan juga rapi...untuk harga segitu uda oke banget"
Positive,"Selalu suka dengan dr soap,,,repeat order selalu beli disini","selalu suka dengan dr soap,,,repeat order selalu beli disini"
Positive,sudah diterima dengan baik. terimakasih,sudah diterima dengan baik. terimakasih
Positive,Proses nya sngt cepat..??????terima kasih respon nya,proses nya sngt cepat..??????terima kasih respon nya
Positive,Barang ok.. pengiriman cepat.. packaging aman dan rapi,barang ok.. pengiriman cepat.. packaging aman dan rapi
Positive,bagus pengiriman rapi cuma ga sameday ya kayanya kemarin saya minta same day... tapi suka sama sellernya sesuai ekspetasi,bagus pengiriman rapi cuma ga sameday ya kayanya kemarin saya minta same day... tapi suka sama sellernya sesuai ekspetasi
Positive,"sudah kesekian kali saya belanja produk atalon, sangat puas. pengirima cepat, produk original bahannya pun nyaman di pakai. pokoknya recommended buat pecinta olahraga lari dll...Produk original ??. Dijamin Termurah. Nyaman dipakai ??.","sudah kesekian kali saya belanja produk atalon, sangat puas. pengirima cepat, produk original bahannya pun nyaman di pakai. pokoknya recommended buat pecinta olahraga lari dll...produk original ??. dijamin termurah. nyaman dipakai ??."
Positive,"harganya murce bgt, drpd jajan yg enggak enggak mending jajan emas untuk ditabung. seller gercep, dekat dr rumah jd kayanya bakalan langganan ini. terima kasih","harganya murce bgt, drpd jajan yg enggak enggak mending jajan emas untuk ditabung. seller gercep, dekat dr rumah jd kayanya bakalan langganan ini. terima kasih"
Positive,"mantab, barangnya kokoh kualitas Ok,mau pesen satu lagi","mantab, barangnya kokoh kualitas ok,mau pesen satu lagi"
Positive,"Barang sesuai deskripsi, dan pengiriman tepat waktu. Sesuai harapan. Terima kasih!","barang sesuai deskripsi, dan pengiriman tepat waktu. sesuai harapan. terima kasih!"
